1780375042.6069484,"{0: {'lag_delta': 0.0, 'pps_delta': -43.02984768799945}}"
1780375047.6158886,"{0: {'lag_delta': 0.0, 'pps_delta': -39.118043352726886}}"
1780375052.6277657,"{0: {'lag_delta': 0.0, 'pps_delta': -35.56185759338791}}"
1780375057.640383,"{0: {'lag_delta': 0.0, 'pps_delta': -32.32896144853453}}"
1780375062.6501434,"{0: {'lag_delta': 0.0, 'pps_delta': -29.38996495321328}}"
1780375067.661818,"{0: {'lag_delta': 0.0, 'pps_delta': -26.718149957466494}}"
1780375072.6729605,"{0: {'lag_delta': 0.0, 'pps_delta': -24.28922723406049}}"
1780375077.6852868,"{0: {'lag_delta': 0.0, 'pps_delta': -22.081115667327936}}"
1780375082.6916244,"{0: {'lag_delta': 0.0, 'pps_delta': -20.07374151575243}}"
1780375087.6998825,"{0: {'lag_delta': 0.0, 'pps_delta': -18.248855923411156}}"
1780375092.7090583,"{0: {'lag_delta': 0.0, 'pps_delta': -16.589869021282993}}"
1780375097.7195942,"{0: {'lag_delta': 0.0, 'pps_delta': -15.081699110257546}}"
1780375102.7308156,"{0: {'lag_delta': 0.0, 'pps_delta': -13.710635554779515}}"
1780375107.7424133,"{0: {'lag_delta': 0.0, 'pps_delta': -12.46421414070835}}"
1780375112.7540035,"{0: {'lag_delta': 0.0, 'pps_delta': -11.331103764280556}}"
1780375117.765664,"{0: {'lag_delta': 0.0, 'pps_delta': -10.301003422072995}}"
1780375122.772769,"{0: {'lag_delta': 0.0, 'pps_delta': -9.364548565520863}}"
1780375127.7829802,"{0: {'lag_delta': 0.0, 'pps_delta': -8.513225968655547}}"
1780375132.795688,"{0: {'lag_delta': 0.0, 'pps_delta': -7.739296335141603}}"
1780375137.8091235,"{0: {'lag_delta': 0.0, 'pps_delta': -7.0357239410378725}}"
1780375142.8214908,"{0: {'lag_delta': 0.0, 'pps_delta': -6.396112673670359}}"
1780375147.829811,"{0: {'lag_delta': 0.0, 'pps_delta': -5.814647885154841}}"
1780375152.8401628,"{0: {'lag_delta': 0.0, 'pps_delta': -5.286043531959194}}"
1780375157.8514056,"{0: {'lag_delta': 0.0, 'pps_delta': -4.8054941199626455}}"
1780375162.8623526,"{0: {'lag_delta': 0.0, 'pps_delta': -4.368631018147994}}"
1780375167.8732035,"{0: {'lag_delta': 0.0, 'pps_delta': -3.9714827437712756}}"
1780375172.8816295,"{0: {'lag_delta': 0.0, 'pps_delta': -3.610438857973463}}"
1780375177.8925216,"{0: {'lag_delta': 0.0, 'pps_delta': -3.2822171436121153}}"
1780375182.9001284,"{0: {'lag_delta': 0.0, 'pps_delta': -2.983833766920384}}"
1780375187.91235,"{0: {'lag_delta': 0.0, 'pps_delta': -2.712576151745907}}"
1780375192.9233754,"{0: {'lag_delta': 0.0, 'pps_delta': -2.4659783197690786}}"
1780375197.9348245,"{0: {'lag_delta': 0.0, 'pps_delta': -2.241798472517189}}"
1780375202.946348,"{0: {'lag_delta': 0.0, 'pps_delta': -2.037998611379294}}"
1780375207.958856,"{0: {'lag_delta': 0.0, 'pps_delta': -1.8527260103447816}}"
1780375212.9677567,"{0: {'lag_delta': 0.0, 'pps_delta': -1.6842963730405245}}"
1780375217.9802256,"{0: {'lag_delta': 0.0, 'pps_delta': -1.531178520946014}}"
1780375222.9893153,"{0: {'lag_delta': 0.0, 'pps_delta': -1.3919804735872958}}"
1780375227.9974597,"{0: {'lag_delta': 0.0, 'pps_delta': -1.2654367941703413}}"
1780375233.0099657,"{0: {'lag_delta': 0.0, 'pps_delta': -1.1503970856093702}}"
1780375238.0200589,"{0: {'lag_delta': 0.0, 'pps_delta': -1.045815532372103}}"
1780375243.0266428,"{0: {'lag_delta': 0.0, 'pps_delta': -0.9507413930655275}}"
1780375248.0373337,"{0: {'lag_delta': 0.0, 'pps_delta': -0.8643103573325561}}"
1780375253.0482597,"{0: {'lag_delta': 0.0, 'pps_delta': -0.7857366884838939}}"
1780375258.059711,"{0: {'lag_delta': 0.0, 'pps_delta': -0.7143060804396555}}"
1780375263.070571,"{0: {'lag_delta': 0.0, 'pps_delta': -0.6493691640365569}}"
1780375268.082078,"{0: {'lag_delta': 0.0, 'pps_delta': -0.5903356036693594}}"
1780375273.089319,"{0: {'lag_delta': 0.0, 'pps_delta': -0.5366687306083122}}"
1780375278.0973854,"{0: {'lag_delta': 0.0, 'pps_delta': -0.48788066418978815}}"
1780375283.1093774,"{0: {'lag_delta': 0.0, 'pps_delta': -0.44352787653588166}}"
1780375288.1206229,"{0: {'lag_delta': 0.0, 'pps_delta': -0.40320716048722716}}"
1780375293.1321816,"{0: {'lag_delta': 0.0, 'pps_delta': -0.36655196407969015}}"
1780375298.1433158,"{0: {'lag_delta': 0.0, 'pps_delta': -0.3332290582538917}}"
1780375303.1522133,"{0: {'lag_delta': 0.0, 'pps_delta': -0.3029355075033209}}"
1780375308.1633346,"{0: {'lag_delta': 0.0, 'pps_delta': -0.27539591591221324}}"
1780375313.1748052,"{0: {'lag_delta': 0.0, 'pps_delta': -0.2503599235568572}}"
